ZENITH(DEG),AZIMUTH(DEG),VERT(dBi),HORI(dBi),TOTAL(dBi)
17.0,7.0,-17.27,1.48,1.54
18.0,7.0,-17.57,1.24,1.30
19.0,7.0,-17.89,0.97,1.03
20.0,7.0,-18.25,0.68,0.73
21.0,7.0,-18.63,0.35,0.40
22.0,7.0,-19.05,-0.01,0.04
23.0,7.0,-19.51,-0.41,-0.36
24.0,7.0,-20.00,-0.86,-0.81
25.0,7.0,-20.54,-1.36,-1.31
26.0,7.0,-21.12,-1.92,-1.86
27.0,7.0,-21.75,-2.54,-2.49
28.0,7.0,-22.43,-3.24,-3.18
29.0,7.0,-23.15,-4.02,-3.96
30.0,7.0,-23.92,-4.89,-4.84
31.0,7.0,-24.71,-5.86,-5.81
32.0,7.0,-25.50,-6.92,-6.86
33.0,7.0,-26.24,-8.03,-7.96
34.0,7.0,-26.86,-9.06,-8.99
35.0,7.0,-27.28,-9.79,-9.71
36.0,7.0,-27.43,-9.93,-9.85
37.0,7.0,-27.27,-9.35,-9.28
38.0,7.0,-26.84,-8.23,-8.17
39.0,7.0,-26.23,-6.87,-6.82
40.0,7.0,-25.51,-5.46,-5.42
41.0,7.0,-24.75,-4.12,-4.08
42.0,7.0,-24.00,-2.87,-2.84
43.0,7.0,-23.29,-1.72,-1.69
44.0,7.0,-22.62,-0.67,-0.65
45.0,7.0,-22.01,0.29,0.32
46.0,7.0,-21.45,1.17,1.20
47.0,7.0,-20.95,1.99,2.01
48.0,7.0,-20.50,2.74,2.76
49.0,7.0,-20.11,3.43,3.45
50.0,7.0,-19.76,4.07,4.09
51.0,7.0,-19.47,4.66,4.67
52.0,7.0,-19.22,5.20,5.22
53.0,7.0,-19.02,5.71,5.72
54.0,7.0,-18.86,6.17,6.18
55.0,7.0,-18.74,6.60,6.61
56.0,7.0,-18.67,6.99,7.00
57.0,7.0,-18.64,7.34,7.35
58.0,7.0,-18.66,7.67,7.68
59.0,7.0,-18.71,7.95,7.96
60.0,7.0,-18.81,8.21,8.22
61.0,7.0,-18.95,8.44,8.44
62.0,7.0,-19.14,8.63,8.64
63.0,7.0,-19.36,8.79,8.80
64.0,7.0,-19.64,8.92,8.93
65.0,7.0,-19.95,9.02,9.03
66.0,7.0,-20.31,9.08,9.09
67.0,7.0,-20.72,9.12,9.12
68.0,7.0,-21.18,9.11,9.12
69.0,7.0,-21.68,9.07,9.08
70.0,7.0,-22.23,9.00,9.00
71.0,7.0,-22.83,8.88,8.89
72.0,7.0,-23.48,8.73,8.73
73.0,7.0,-24.17,8.53,8.53
74.0,7.0,-24.90,8.28,8.29
75.0,7.0,-25.67,7.99,7.99
76.0,7.0,-26.46,7.64,7.64
77.0,7.0,-27.27,7.23,7.23
78.0,7.0,-28.09,6.75,6.75
79.0,7.0,-28.90,6.19,6.20
80.0,7.0,-29.71,5.55,5.55
81.0,7.0,-30.50,4.81,4.81
82.0,7.0,-31.29,3.94,3.94
83.0,7.0,-32.10,2.92,2.92
84.0,7.0,-33.00,1.70,1.71
85.0,7.0,-34.05,0.23,0.23
86.0,7.0,-35.37,-1.62,-1.61
87.0,7.0,-37.19,-4.04,-4.03
88.0,7.0,-39.98,-7.50,-7.49
89.0,7.0,-45.21,-13.47,-13.47
0.0,8.0,-13.96,3.08,3.16
1.0,8.0,-13.97,3.08,3.16
2.0,8.0,-13.99,3.06,3.15
3.0,8.0,-14.02,3.04,3.12
4.0,8.0,-14.07,3.00,3.09
5.0,8.0,-14.13,2.96,3.05
6.0,8.0,-14.20,2.91,2.99
7.0,8.0,-14.29,2.85,2.93
8.0,8.0,-14.40,2.77,2.85
9.0,8.0,-14.51,2.68,2.77
10.0,8.0,-14.65,2.59,2.67
11.0,8.0,-14.80,2.47,2.55
12.0,8.0,-14.97,2.35,2.43
13.0,8.0,-15.16,2.20,2.28
14.0,8.0,-15.36,2.05,2.12
15.0,8.0,-15.59,1.87,1.95
16.0,8.0,-15.84,1.67,1.75
17.0,8.0,-16.12,1.46,1.53
18.0,8.0,-16.41,1.22,1.29
19.0,8.0,-16.74,0.95,1.02
20.0,8.0,-17.09,0.65,0.73
21.0,8.0,-17.48,0.33,0.40
22.0,8.0,-17.90,-0.03,0.04
23.0,8.0,-18.36,-0.44,-0.37
24.0,8.0,-18.85,-0.88,-0.82
25.0,8.0,-19.39,-1.38,-1.32
26.0,8.0,-19.97,-1.94,-1.87
27.0,8.0,-20.60,-2.56,-2.49
28.0,8.0,-21.28,-3.26,-3.19
29.0,8.0,-22.00,-4.04,-3.97
30.0,8.0,-22.77,-4.91,-4.84
31.0,8.0,-23.56,-5.89,-5.81
32.0,8.0,-24.35,-6.95,-6.87
33.0,8.0,-25.09,-8.05,-7.97
34.0,8.0,-25.71,-9.08,-8.99
35.0,8.0,-26.14,-9.81,-9.71
36.0,8.0,-26.28,-9.95,-9.85
37.0,8.0,-26.12,-9.37,-9.28
38.0,8.0,-25.70,-8.26,-8.18
39.0,8.0,-25.08,-6.89,-6.83
40.0,8.0,-24.36,-5.49,-5.44
41.0,8.0,-23.61,-4.15,-4.10
42.0,8.0,-22.86,-2.90,-2.85
43.0,8.0,-22.14,-1.75,-1.71
44.0,8.0,-21.48,-0.70,-0.66
45.0,8.0,-20.86,0.26,0.30
46.0,8.0,-20.31,1.15,1.18
47.0,8.0,-19.80,1.96,1.99
48.0,8.0,-19.36,2.71,2.74
49.0,8.0,-18.96,3.40,3.42
50.0,8.0,-18.62,4.04,4.06
51.0,8.0,-18.32,4.63,4.65
52.0,8.0,-18.08,5.17,5.19
53.0,8.0,-17.87,5.68,5.70
54.0,8.0,-17.72,6.14,6.16
55.0,8.0,-17.60,6.57,6.58
56.0,8.0,-17.53,6.96,6.97
57.0,8.0,-17.50,7.31,7.33
58.0,8.0,-17.52,7.63,7.65
59.0,8.0,-17.57,7.92,7.94
60.0,8.0,-17.67,8.18,8.19
61.0,8.0,-17.81,8.41,8.42
62.0,8.0,-18.00,8.60,8.61
63.0,8.0,-18.22,8.76,8.77
64.0,8.0,-18.49,8.89,8.90
65.0,8.0,-18.81,8.99,8.99
66.0,8.0,-19.17,9.05,9.06
67.0,8.0,-19.58,9.08,9.09
68.0,8.0,-20.04,9.08,9.09
69.0,8.0,-20.54,9.04,9.05
70.0,8.0,-21.09,8.97,8.97
71.0,8.0,-21.69,8.85,8.85
72.0,8.0,-22.34,8.69,8.70
73.0,8.0,-23.03,8.50,8.50
74.0,8.0,-23.76,8.25,8.25
75.0,8.0,-24.53,7.95,7.96
76.0,8.0,-25.32,7.60,7.61
77.0,8.0,-26.13,7.19,7.20
78.0,8.0,-26.95,6.71,6.72
79.0,8.0,-27.77,6.16,6.16
80.0,8.0,-28.57,5.52,5.52
81.0,8.0,-29.36,4.77,4.78
82.0,8.0,-30.15,3.91,3.91
83.0,8.0,-30.97,2.88,2.89
84.0,8.0,-31.86,1.67,1.67
85.0,8.0,-32.91,0.19,0.20
86.0,8.0,-34.23,-1.65,-1.65
87.0,8.0,-36.05,-4.07,-4.07
88.0,8.0,-38.84,-7.53,-7.53
89.0,8.0,-44.07,-13.50,-13.50
0.0,9.0,-12.95,3.06,3.16
1.0,9.0,-12.96,3.05,3.16
2.0,9.0,-12.98,3.04,3.15
3.0,9.0,-13.01,3.02,3.12
4.0,9.0,-13.05,2.98,3.09
5.0,9.0,-13.11,2.94,3.05
6.0,9.0,-13.19,2.89,2.99
7.0,9.0,-13.28,2.82,2.93
8.0,9.0,-13.38,2.75,2.85
9.0,9.0,-13.50,2.66,2.77
10.0,9.0,-13.63,2.56,2.67
11.0,9.0,-13.79,2.45,2.55
12.0,9.0,-13.96,2.32,2.42
13.0,9.0,-14.14,2.18,2.28
14.0,9.0,-14.35,2.02,2.12
15.0,9.0,-14.58,1.85,1.94
16.0,9.0,-14.83,1.65,1.75
17.0,9.0,-15.10,1.43,1.53
18.0,9.0,-15.40,1.19,1.29
19.0,9.0,-15.73,0.93,1.02
20.0,9.0,-16.08,0.63,0.72
21.0,9.0,-16.47,0.30,0.39
22.0,9.0,-16.89,-0.06,0.03
23.0,9.0,-17.34,-0.46,-0.37
24.0,9.0,-17.84,-0.91,-0.82
25.0,9.0,-18.38,-1.41,-1.32
26.0,9.0,-18.96,-1.97,-1.88
27.0,9.0,-19.59,-2.59,-2.50
28.0,9.0,-20.27,-3.29,-3.20
29.0,9.0,-20.99,-4.07,-3.98
30.0,9.0,-21.76,-4.94,-4.85
31.0,9.0,-22.55,-5.91,-5.82
32.0,9.0,-23.34,-6.98,-6.88
33.0,9.0,-24.08,-8.08,-7.97
34.0,9.0,-24.70,-9.11,-8.99
35.0,9.0,-25.13,-9.84,-9.72
36.0,9.0,-25.27,-9.98,-9.85
37.0,9.0,-25.11,-9.40,-9.29
38.0,9.0,-24.69,-8.29,-8.19
39.0,9.0,-24.07,-6.92,-6.84
40.0,9.0,-23.35,-5.52,-5.45
41.0,9.0,-22.60,-4.18,-4.12
42.0,9.0,-21.85,-2.93,-2.87
43.0,9.0,-21.14,-1.78,-1.73
44.0,9.0,-20.47,-0.73,-0.69
45.0,9.0,-19.86,0.23,0.27
46.0,9.0,-19.30,1.11,1.15
47.0,9.0,-18.80,1.93,1.96
48.0,9.0,-18.35,2.68,2.71
49.0,9.0,-17.96,3.37,3.40
50.0,9.0,-17.61,4.01,4.04
51.0,9.0,-17.32,4.60,4.62
52.0,9.0,-17.07,5.14,5.17
53.0,9.0,-16.87,5.64,5.67
54.0,9.0,-16.71,6.11,6.13
55.0,9.0,-16.60,6.53,6.55
56.0,9.0,-16.53,6.92,6.94
57.0,9.0,-16.50,7.28,7.30
58.0,9.0,-16.51,7.60,7.62
59.0,9.0,-16.57,7.89,7.90
60.0,9.0,-16.67,8.15,8.16
61.0,9.0,-16.81,8.37,8.38
62.0,9.0,-16.99,8.56,8.58
63.0,9.0,-17.22,8.72,8.74
64.0,9.0,-17.49,8.85,8.86
65.0,9.0,-17.81,8.95,8.96
66.0,9.0,-18.17,9.02,9.02
67.0,9.0,-18.58,9.05,9.05
68.0,9.0,-19.04,9.04,9.05
69.0,9.0,-19.54,9.00,9.01
70.0,9.0,-20.09,8.93,8.93
71.0,9.0,-20.69,8.81,8.82
72.0,9.0,-21.34,8.66,8.66
73.0,9.0,-22.03,8.46,8.46
74.0,9.0,-22.76,8.21,8.22
75.0,9.0,-23.53,7.92,7.92
76.0,9.0,-24.32,7.57,7.57
77.0,9.0,-25.13,7.15,7.16
78.0,9.0,-25.95,6.68,6.68
79.0,9.0,-26.77,6.12,6.12
80.0,9.0,-27.57,5.48,5.48
81.0,9.0,-28.36,4.73,4.74
82.0,9.0,-29.15,3.87,3.87
83.0,9.0,-29.97,2.85,2.85
84.0,9.0,-30.86,1.63,1.63
85.0,9.0,-31.91,0.16,0.16
86.0,9.0,-33.24,-1.69,-1.69
87.0,9.0,-35.05,-4.11,-4.11
88.0,9.0,-37.84,-7.57,-7.57
89.0,9.0,-43.07,-13.54,-13.54
0.0,10.0,-12.04,3.03,3.16
1.0,10.0,-12.05,3.03,3.16
2.0,10.0,-12.07,3.01,3.15
3.0,10.0,-12.10,2.99,3.12
4.0,10.0,-12.15,2.96,3.09
5.0,10.0,-12.21,2.91,3.05
6.0,10.0,-12.28,2.86,2.99
7.0,10.0,-12.37,2.80,2.93
8.0,10.0,-12.47,2.72,2.85
9.0,10.0,-12.59,2.64,2.76
10.0,10.0,-12.73,2.54,2.66
11.0,10.0,-12.88,2.42,2.55
12.0,10.0,-13.05,2.30,2.42
13.0,10.0,-13.24,2.15,2.28
14.0,10.0,-13.44,2.00,2.12
15.0,10.0,-13.67,1.82,1.94
16.0,10.0,-13.92,1.62,1.74
17.0,10.0,-14.20,1.41,1.52
18.0,10.0,-14.50,1.16,1.28
19.0,10.0,-14.82,0.90,1.01
20.0,10.0,-15.18,0.60,0.72
21.0,10.0,-15.56,0.27,0.39
22.0,10.0,-15.98,-0.09,0.02
23.0,10.0,-16.44,-0.49,-0.38
24.0,10.0,-16.94,-0.94,-0.83
25.0,10.0,-17.47,-1.44,-1.33
26.0,10.0,-18.06,-2.00,-1.89
27.0,10.0,-18.69,-2.62,-2.51
28.0,10.0,-19.36,-3.32,-3.21
29.0,10.0,-20.09,-4.10,-3.99
30.0,10.0,-20.85,-4.97,-4.86
31.0,10.0,-21.65,-5.95,-5.83
32.0,10.0,-22.44,-7.01,-6.88
33.0,10.0,-23.18,-8.11,-7.98
34.0,10.0,-23.80,-9.14,-9.00
35.0,10.0,-24.23,-9.87,-9.72
36.0,10.0,-24.37,-10.01,-9.86
37.0,10.0,-24.21,-9.44,-9.29
38.0,10.0,-23.79,-8.32,-8.20
39.0,10.0,-23.17,-6.96,-6.85
40.0,10.0,-22.46,-5.55,-5.47
41.0,10.0,-21.70,-4.21,-4.13
42.0,10.0,-20.95,-2.96,-2.89
43.0,10.0,-20.24,-1.82,-1.75
44.0,10.0,-19.57,-0.77,-0.71
45.0,10.0,-18.96,0.20,0.25
46.0,10.0,-18.40,1.08,1.13
47.0,10.0,-17.90,1.89,1.94
48.0,10.0,-17.46,2.64,2.68
49.0,10.0,-17.06,3.33,3.37
50.0,10.0,-16.72,3.97,4.01
51.0,10.0,-16.42,4.56,4.59
52.0,10.0,-16.18,5.10,5.14
53.0,10.0,-15.98,5.61,5.64
54.0,10.0,-15.82,6.07,6.10
55.0,10.0,-15.71,6.50,6.52
56.0,10.0,-15.63,6.88,6.91
57.0,10.0,-15.61,7.24,7.26
58.0,10.0,-15.62,7.56,7.58
59.0,10.0,-15.68,7.85,7.87
60.0,10.0,-15.78,8.11,8.12
61.0,10.0,-15.92,8.33,8.35
62.0,10.0,-16.10,8.52,8.54
63.0,10.0,-16.33,8.68,8.70
64.0,10.0,-16.60,8.81,8.83
65.0,10.0,-16.92,8.91,8.92
66.0,10.0,-17.28,8.97,8.98
67.0,10.0,-17.69,9.01,9.01
68.0,10.0,-18.15,9.00,9.01
69.0,10.0,-18.65,8.96,8.97
70.0,10.0,-19.21,8.89,8.89
71.0,10.0,-19.81,8.77,8.78
72.0,10.0,-20.45,8.62,8.62
73.0,10.0,-21.14,8.42,8.42
74.0,10.0,-21.87,8.17,8.17
75.0,10.0,-22.64,7.87,7.88
76.0,10.0,-23.44,7.52,7.53
77.0,10.0,-24.25,7.11,7.12
78.0,10.0,-25.07,6.63,6.64
79.0,10.0,-25.88,6.08,6.08
80.0,10.0,-26.68,5.44,5.44
81.0,10.0,-27.47,4.69,4.69
82.0,10.0,-28.26,3.82,3.83
83.0,10.0,-29.08,2.80,2.80
84.0,10.0,-29.98,1.59,1.59
85.0,10.0,-31.02,0.11,0.12
86.0,10.0,-32.35,-1.73,-1.73
87.0,10.0,-34.17,-4.15,-4.15
88.0,10.0,-36.95,-7.61,-7.61
89.0,10.0,-42.18,-13.59,-13.58
0.0,11.0,-11.22,3.00,3.16
1.0,11.0,-11.23,3.00,3.16
2.0,11.0,-11.25,2.98,3.15
3.0,11.0,-11.28,2.96,3.12
4.0,11.0,-11.33,2.93,3.09
5.0,11.0,-11.39,2.89,3.04
6.0,11.0,-11.46,2.83,2.99
7.0,11.0,-11.55,2.77,2.93
8.0,11.0,-11.66,2.69,2.85
9.0,11.0,-11.78,2.61,2.76
10.0,11.0,-11.91,2.51,2.66
11.0,11.0,-12.06,2.39,2.55
12.0,11.0,-12.23,2.27,2.42
13.0,11.0,-12.42,2.13,2.28
14.0,11.0,-12.63,1.97,2.12
15.0,11.0,-12.86,1.79,1.94
16.0,11.0,-13.11,1.59,1.74
17.0,11.0,-13.38,1.38,1.52
18.0,11.0,-13.68,1.13,1.28
19.0,11.0,-14.01,0.87,1.01
20.0,11.0,-14.36,0.57,0.71
21.0,11.0,-14.75,0.24,0.38
22.0,11.0,-15.17,-0.12,0.01
23.0,11.0,-15.62,-0.52,-0.39
24.0,11.0,-16.12,-0.97,-0.84
25.0,11.0,-16.66,-1.47,-1.34
26.0,11.0,-17.24,-2.03,-1.90
27.0,11.0,-17.87,-2.65,-2.52
28.0,11.0,-18.55,-3.35,-3.22
29.0,11.0,-19.28,-4.13,-4.00
30.0,11.0,-20.04,-5.01,-4.87
31.0,11.0,-20.83,-5.98,-5.84
32.0,11.0,-21.62,-7.04,-6.89
33.0,11.0,-22.37,-8.15,-7.98
34.0,11.0,-22.99,-9.18,-9.00
35.0,11.0,-23.41,-9.91,-9.72
36.0,11.0,-23.56,-10.05,-9.86
37.0,11.0,-23.40,-9.47,-9.30
38.0,11.0,-22.98,-8.36,-8.21
39.0,11.0,-22.36,-6.99,-6.87
40.0,11.0,-21.65,-5.59,-5.48
41.0,11.0,-20.89,-4.25,-4.15
42.0,11.0,-20.14,-3.00,-2.92
43.0,11.0,-19.43,-1.85,-1.78
44.0,11.0,-18.76,-0.80,-0.73
45.0,11.0,-18.15,0.16,0.22
46.0,11.0,-17.60,1.04,1.10
47.0,11.0,-17.10,1.85,1.91
48.0,11.0,-16.65,2.60,2.65
49.0,11.0,-16.26,3.29,3.34
50.0,11.0,-15.91,3.93,3.97
51.0,11.0,-15.62,4.52,4.56
52.0,11.0,-15.37,5.06,5.10
53.0,11.0,-15.17,5.57,5.60
54.0,11.0,-15.01,6.03,6.06
55.0,11.0,-14.90,6.45,6.49
56.0,11.0,-14.83,6.84,6.87
57.0,11.0,-14.80,7.20,7.22
58.0,11.0,-14.82,7.52,7.54
59.0,11.0,-14.88,7.81,7.83
60.0,11.0,-14.97,8.06,8.08
61.0,11.0,-15.12,8.29,8.31
62.0,11.0,-15.30,8.48,8.50
63.0,11.0,-15.53,8.64,8.66
64.0,11.0,-15.80,8.77,8.78
65.0,11.0,-16.12,8.87,8.88
66.0,11.0,-16.48,8.93,8.94
67.0,11.0,-16.89,8.96,8.97
68.0,11.0,-17.35,8.96,8.97
69.0,11.0,-17.85,8.92,8.93
70.0,11.0,-18.41,8.84,8.85
71.0,11.0,-19.01,8.72,8.73
72.0,11.0,-19.65,8.57,8.58
73.0,11.0,-20.34,8.37,8.37
74.0,11.0,-21.08,8.12,8.13
75.0,11.0,-21.84,7.83,7.83
76.0,11.0,-22.64,7.48,7.48
77.0,11.0,-23.45,7.06,7.07
78.0,11.0,-24.27,6.59,6.59
79.0,11.0,-25.08,6.03,6.03
80.0,11.0,-25.88,5.39,5.39
81.0,11.0,-26.68,4.64,4.65
82.0,11.0,-27.47,3.77,3.78
83.0,11.0,-28.28,2.75,2.76
84.0,11.0,-29.18,1.54,1.54
85.0,11.0,-30.23,0.06,0.07
86.0,11.0,-31.55,-1.78,-1.78
87.0,11.0,-33.37,-4.20,-4.20
88.0,11.0,-36.16,-7.66,-7.66
89.0,11.0,-41.39,-13.63,-13.63
0.0,12.0,-10.48,2.97,3.16
1.0,12.0,-10.48,2.97,3.16
2.0,12.0,-10.50,2.95,3.15
3.0,12.0,-10.54,2.93,3.12
4.0,12.0,-10.58,2.90,3.09
5.0,12.0,-10.64,2.85,3.04
6.0,12.0,-10.72,2.80,2.99
7.0,12.0,-10.81,2.74,2.93
8.0,12.0,-10.91,2.66,2.85
9.0,12.0,-11.03,2.58,2.76
10.0,12.0,-11.17,2.48,2.66
11.0,12.0,-11.32,2.36,2.55
12.0,12.0,-11.49,2.24,2.42
13.0,12.0,-11.68,2.09,2.27
14.0,12.0,-11.88,1.93,2.11
15.0,12.0,-12.11,1.76,1.93
16.0,12.0,-12.36,1.56,1.73
17.0,12.0,-12.64,1.34,1.51
18.0,12.0,-12.94,1.10,1.27
19.0,12.0,-13.26,0.83,1.00
20.0,12.0,-13.62,0.54,0.70
21.0,12.0,-14.01,0.21,0.37
22.0,12.0,-14.43,-0.15,0.01
23.0,12.0,-14.88,-0.56,-0.40
24.0,12.0,-15.38,-1.01,-0.85
25.0,12.0,-15.92,-1.51,-1.35
26.0,12.0,-16.50,-2.06,-1.91
27.0,12.0,-17.13,-2.69,-2.53
28.0,12.0,-17.81,-3.38,-3.23
29.0,12.0,-18.54,-4.17,-4.01
30.0,12.0,-19.30,-5.04,-4.88
31.0,12.0,-20.09,-6.02,-5.85
32.0,12.0,-20.88,-7.08,-6.90
33.0,12.0,-21.63,-8.18,-7.99
34.0,12.0,-22.25,-9.22,-9.01
35.0,12.0,-22.68,-9.95,-9.72
36.0,12.0,-22.82,-10.09,-9.86
37.0,12.0,-22.67,-9.51,-9.31
38.0,12.0,-22.24,-8.39,-8.22
39.0,12.0,-21.63,-7.03,-6.88
40.0,12.0,-20.91,-5.63,-5.50
41.0,12.0,-20.15,-4.29,-4.18
42.0,12.0,-19.41,-3.04,-2.94
43.0,12.0,-18.69,-1.89,-1.80
44.0,12.0,-18.03,-0.85,-0.76
45.0,12.0,-17.42,0.12,0.19
46.0,12.0,-16.86,1.00,1.07
47.0,12.0,-16.36,1.81,1.88
48.0,12.0,-15.92,2.56,2.62
49.0,12.0,-15.52,3.25,3.30
50.0,12.0,-15.18,3.89,3.94
51.0,12.0,-14.89,4.47,4.52
52.0,12.0,-14.64,5.02,5.06
53.0,12.0,-14.44,5.52,5.56
54.0,12.0,-14.28,5.98,6.02
55.0,12.0,-14.17,6.41,6.45
56.0,12.0,-14.10,6.80,6.83
57.0,12.0,-14.07,7.15,7.18
58.0,12.0,-14.09,7.47,7.50
59.0,12.0,-14.15,7.76,7.79
60.0,12.0,-14.25,8.01,8.04
61.0,12.0,-14.39,8.24,8.26
62.0,12.0,-14.57,8.43,8.45
63.0,12.0,-14.80,8.59,8.61
64.0,12.0,-15.08,8.72,8.74
65.0,12.0,-15.39,8.82,8.83
66.0,12.0,-15.76,8.88,8.89
67.0,12.0,-16.17,8.91,8.92
68.0,12.0,-16.62,8.91,8.92
69.0,12.0,-17.13,8.87,8.88
70.0,12.0,-17.68,8.79,8.80
71.0,12.0,-18.28,8.67,8.68
72.0,12.0,-18.93,8.52,8.53
73.0,12.0,-19.62,8.32,8.32
74.0,12.0,-20.35,8.07,8.08
75.0,12.0,-21.12,7.78,7.78
76.0,12.0,-21.91,7.42,7.43
77.0,12.0,-22.73,7.01,7.02
78.0,12.0,-23.55,6.53,6.54
79.0,12.0,-24.36,5.98,5.98
80.0,12.0,-25.16,5.34,5.34
81.0,12.0,-25.95,4.59,4.59
82.0,12.0,-26.74,3.72,3.73
83.0,12.0,-27.56,2.70,2.71
84.0,12.0,-28.46,1.49,1.49
85.0,12.0,-29.50,0.01,0.02
86.0,12.0,-30.83,-1.83,-1.83
87.0,12.0,-32.65,-4.26,-4.25
88.0,12.0,-35.43,-7.71,-7.71
89.0,12.0,-40.66,-13.69,-13.68
0.0,13.0,-9.79,2.94,3.16
1.0,13.0,-9.80,2.93,3.16
2.0,13.0,-9.82,2.92,3.15
3.0,13.0,-9.85,2.90,3.12
4.0,13.0,-9.90,2.86,3.09
5.0,13.0,-9.96,2.82,3.04
6.0,13.0,-10.03,2.77,2.99
7.0,13.0,-10.12,2.70,2.92
8.0,13.0,-10.23,2.63,2.85
9.0,13.0,-10.35,2.54,2.76
10.0,13.0,-10.48,2.44,2.66
11.0,13.0,-10.63,2.33,2.54
12.0,13.0,-10.80,2.20,2.41
13.0,13.0,-10.99,2.06,2.27
14.0,13.0,-11.20,1.90,2.11
15.0,13.0,-11.43,1.72,1.93
16.0,13.0,-11.68,1.53,1.73
17.0,13.0,-11.95,1.31,1.51
18.0,13.0,-12.25,1.07,1.26
19.0,13.0,-12.58,0.80,0.99
20.0,13.0,-12.94,0.50,0.69
21.0,13.0,-13.32,0.17,0.36
22.0,13.0,-13.75,-0.19,-0.00
23.0,13.0,-14.20,-0.60,-0.41
24.0,13.0,-14.70,-1.04,-0.86
25.0,13.0,-15.24,-1.54,-1.36
26.0,13.0,-15.82,-2.10,-1.92
27.0,13.0,-16.45,-2.73,-2.55
28.0,13.0,-17.13,-3.42,-3.24
29.0,13.0,-17.86,-4.21,-4.02
30.0,13.0,-18.62,-5.08,-4.90
31.0,13.0,-19.42,-6.06,-5.86
32.0,13.0,-20.21,-7.12,-6.91
33.0,13.0,-20.95,-8.23,-8.00
34.0,13.0,-21.58,-9.26,-9.01
35.0,13.0,-22.00,-9.99,-9.73
36.0,13.0,-22.15,-10.13,-9.87
37.0,13.0,-21.99,-9.55,-9.31
38.0,13.0,-21.57,-8.44,-8.23
39.0,13.0,-20.95,-7.08,-6.90
40.0,13.0,-20.24,-5.67,-5.52
41.0,13.0,-19.48,-4.33,-4.20
42.0,13.0,-18.73,-3.09,-2.97
43.0,13.0,-18.02,-1.94,-1.83
44.0,13.0,-17.36,-0.89,-0.79
45.0,13.0,-16.75,0.07,0.16
46.0,13.0,-16.19,0.95,1.04
47.0,13.0,-15.69,1.76,1.84
48.0,13.0,-15.25,2.51,2.58
49.0,13.0,-14.85,3.20,3.27
50.0,13.0,-14.51,3.84,3.90
51.0,13.0,-14.22,4.43,4.48
52.0,13.0,-13.97,4.97,5.02
53.0,13.0,-13.77,5.47,5.52
54.0,13.0,-13.62,5.93,5.98
55.0,13.0,-13.50,6.36,6.40
56.0,13.0,-13.44,6.75,6.79
57.0,13.0,-13.41,7.10,7.14
58.0,13.0,-13.42,7.42,7.46
59.0,13.0,-13.48,7.71,7.74
60.0,13.0,-13.58,7.96,7.99
61.0,13.0,-13.72,8.19,8.21
62.0,13.0,-13.91,8.38,8.40
63.0,13.0,-14.14,8.54,8.56
64.0,13.0,-14.41,8.67,8.69
65.0,13.0,-14.73,8.76,8.78
66.0,13.0,-15.09,8.83,8.84
67.0,13.0,-15.50,8.86,8.87
68.0,13.0,-15.96,8.85,8.87
69.0,13.0,-16.47,8.81,8.82
70.0,13.0,-17.02,8.73,8.75
71.0,13.0,-17.62,8.62,8.63
72.0,13.0,-18.27,8.46,8.47
73.0,13.0,-18.96,8.26,8.27
74.0,13.0,-19.69,8.02,8.02
75.0,13.0,-20.46,7.72,7.73
76.0,13.0,-21.25,7.37,7.37
77.0,13.0,-22.07,6.96,6.96
78.0,13.0,-22.89,6.48,6.48
79.0,13.0,-23.70,5.92,5.93
80.0,13.0,-24.50,5.28,5.28
81.0,13.0,-25.29,4.53,4.54
82.0,13.0,-26.08,3.67,3.67
83.0,13.0,-26.90,2.64,2.65
84.0,13.0,-27.80,1.43,1.43
85.0,13.0,-28.85,-0.05,-0.04
86.0,13.0,-30.17,-1.89,-1.89
87.0,13.0,-31.99,-4.31,-4.31
88.0,13.0,-34.77,-7.77,-7.76
89.0,13.0,-40.00,-13.74,-13.73
0.0,14.0,-9.16,2.90,3.16
1.0,14.0,-9.17,2.90,3.16
2.0,14.0,-9.19,2.88,3.15
3.0,14.0,-9.22,2.86,3.12
4.0,14.0,-9.27,2.83,3.09
5.0,14.0,-9.33,2.78,3.04
6.0,14.0,-9.40,2.73,2.99
7.0,14.0,-9.49,2.67,2.92
8.0,14.0,-9.60,2.59,2.85
9.0,14.0,-9.72,2.50,2.76
10.0,14.0,-9.85,2.40,2.66
11.0,14.0,-10.00,2.29,2.54
12.0,14.0,-10.17,2.16,2.41
13.0,14.0,-10.36,2.02,2.26
14.0,14.0,-10.57,1.86,2.10
15.0,14.0,-10.80,1.68,1.92
16.0,14.0,-11.05,1.49,1.72
17.0,14.0,-11.33,1.27,1.50
18.0,14.0,-11.63,1.03,1.26
19.0,14.0,-11.95,0.76,0.98
20.0,14.0,-12.31,0.46,0.69
21.0,14.0,-12.70,0.13,0.35
22.0,14.0,-13.12,-0.23,-0.01
23.0,14.0,-13.58,-0.64,-0.42
24.0,14.0,-14.07,-1.09,-0.87
25.0,14.0,-14.61,-1.59,-1.37
26.0,14.0,-15.20,-2.14,-1.93
27.0,14.0,-15.83,-2.77,-2.56
28.0,14.0,-16.51,-3.47,-3.26
29.0,14.0,-17.23,-4.25,-4.04
30.0,14.0,-18.00,-5.13,-4.91
31.0,14.0,-18.79,-6.10,-5.87
